"Time [s]","Event Name","Chamber","Event Text","1A: O2 flux per V [pmol/(s*mL)]","1B: O2 flux per V [pmol/(s*mL)]"
7220.00,"","","",8.4457,6.3921
7222.00,"","","",8.4459,6.2436
7224.00,"","","",8.4461,6.2437
7226.00,"","","",8.4462,6.2441
7228.00,"","","",8.3042,6.2443
7230.00,"","","",8.3044,6.2446
7232.00,"","","",8.3048,6.2451
7234.00,"","","",8.3050,6.2455
7236.00,"","","",8.1631,6.3946
7238.00,"","","",8.1633,6.3948
7240.00,"","","",8.1635,6.3949
7242.00,"","","",8.1637,6.3952
7244.00,"","","",8.3060,6.3956
7246.00,"","","",8.1641,6.3959
7248.00,"","","",8.1642,6.3962
7250.00,"","","",8.1643,6.3965
7252.00,"","","",8.1646,6.2477
7254.00,"","","",8.3068,6.2482
7256.00,"","","",8.3071,6.2487
7258.00,"","","",8.3072,6.2489
7260.00,"","","",8.3073,6.2491
7262.00,"","","",8.3076,6.2494
7264.00,"","","",8.3079,6.2498
7266.00,"","","",8.3080,6.2502
7268.00,"","","",8.3081,6.2504
7270.00,"","","",8.3083,6.2504
7272.00,"","","",8.3086,6.2507
7274.00,"","","",8.3088,6.2511
7276.00,"","","",8.3091,6.2515
7278.00,"","","",8.3093,6.2519
7280.00,"","","",8.3095,6.2521
7282.00,"","","",8.3096,6.2525
7284.00,"","","",8.3099,6.2526
7286.00,"","","",8.3101,6.2528
7288.00,"","","",8.3102,6.1044
7290.00,"","","",8.4524,6.1048
7292.00,"","","",8.4527,6.1051
7294.00,"","","",8.4528,6.1053
7296.00,"","","",8.3108,6.1056
7298.00,"","","",8.3111,6.1060
7300.00,"","","",8.3113,6.2554
7302.00,"","","",8.4537,6.2556
7304.00,"","","",8.4539,6.2556
7306.00,"","","",8.3118,6.2559
7308.00,"","","",8.3120,6.2562
7310.00,"","","",8.3122,6.1076
7312.00,"","","",8.3124,6.1079
7314.00,"","","",8.3127,6.2571
7316.00,"","","",8.3130,6.2574
7318.00,"","","",8.3131,6.2575
7320.00,"","","",8.3133,6.1089
7322.00,"","","",8.3135,6.1094
7324.00,"","","",8.4559,6.1097
7326.00,"","","",8.4561,6.1098
7328.00,"","","",8.4562,6.1100
7330.00,"","","",8.4563,6.1103
7332.00,"","","",8.4566,5.9617
7334.00,"","","",8.4567,5.9620
7336.00,"","","",8.4567,5.9625
7338.00,"","","",8.4570,5.9628
7340.00,"","","",8.3151,5.9633
7342.00,"","","",8.3152,6.1127
7344.00,"","","",8.3154,6.1129
7346.00,"","","",8.3157,6.1130
7348.00,"","","",8.3158,6.1133
7350.00,"","","",8.1738,6.1137
7352.00,"","","",8.1741,6.1142
7354.00,"","","",8.1743,6.1144
7356.00,"","","",8.1745,6.1145
7358.00,"","","",8.1746,6.1147
7360.00,"","","",8.1748,6.1149
7362.00,"","","",8.1749,6.1151
7364.00,"","","",8.1752,6.1155
7366.00,"","","",8.1754,6.1158
7368.00,"","","",8.1756,6.1160
7370.00,"","","",8.1758,6.1162
7372.00,"","","",8.1760,6.1164
7374.00,"","","",8.1762,6.1168
7376.00,"","","",8.0342,6.1172
7378.00,"","","",8.0344,6.1174
7380.00,"","","",8.0346,6.1177
7382.00,"","","",8.0347,6.1180
7384.00,"","","",8.0349,6.1185
7386.00,"","","",8.0351,6.1189
7388.00,"","","",8.0354,6.1192
7390.00,"","","",8.0355,6.1194
7392.00,"","","",8.0357,6.1197
7394.00,"","","",8.0359,6.1201
7396.00,"","","",8.0361,6.1203
7398.00,"","","",8.0361,6.1204
7400.00,"","","",8.0364,6.1206
7402.00,"","","",8.0366,6.1208
7404.00,"","","",8.0368,6.1211
7406.00,"","","",8.0370,6.1214
7408.00,"","","",8.0371,5.9728
7410.00,"","","",8.0374,5.9729
7412.00,"","","",8.0375,5.8243
7414.00,"","","",8.0377,5.8245
7416.00,"","","",8.0378,5.6760
7418.00,"","","",8.0381,5.6763
7420.00,"","","",8.0382,5.6769
7422.00,"","","",8.0384,5.6773
7424.00,"","","",8.0386,5.8262
7426.00,"","","",8.0388,5.6775
7428.00,"","","",8.0390,5.6778
7430.00,"","","",8.0392,5.6780
7432.00,"","","",8.0395,5.6783
7434.00,"","","",8.0397,5.8277
7436.00,"","","",8.0398,5.8280
7438.00,"","","",8.0400,5.8282
7440.00,"","","",8.0403,5.8284
7442.00,"","","",8.0405,5.8287
7444.00,"","","",8.0406,5.8290
7446.00,"","","",8.1829,5.8294
7448.00,"","","",8.1832,5.8297
7450.00,"","","",8.1833,5.8298
7452.00,"","","",8.1835,5.6810
7454.00,"","","",8.1837,5.6813
7456.00,"","","",8.1838,5.6816
7458.00,"","","",8.1840,5.6822
7460.00,"","","",8.1841,5.6827
7462.00,"","","",8.1842,5.6827
7464.00,"","","",8.1844,5.6827
7466.00,"","","",8.1847,5.6829
7468.00,"","","",8.1849,5.6831
7470.00,"","","",8.1851,5.6836
7472.00,"","","",8.1852,5.6842
7474.00,"","","",8.1855,5.8337
7476.00,"","","",8.1858,5.8341
7478.00,"","","",8.1859,5.9833
7480.00,"","","",8.1861,5.9834
7482.00,"","","",8.1864,5.9836
7484.00,"","","",8.1866,6.1328
7486.00,"","","",8.3289,6.1331
7488.00,"","","",8.3290,6.1335
7490.00,"","","",8.3292,6.2826
7492.00,"","","",8.3293,6.2829
7494.00,"","","",8.1873,6.2832
7496.00,"","","",8.1874,6.2835
7498.00,"","","",8.1876,6.2837
7500.00,"","","",8.0456,6.2841
7502.00,"","","",8.0458,6.2843
7504.00,"","","",8.0460,6.4335
7506.00,"","","",8.0462,6.4337
7508.00,"","","",7.9044,6.4340
7510.00,"","","",7.9046,6.4343
7512.00,"","","",8.0470,6.4347
7514.00,"","","",8.0471,6.4348
7516.00,"","","",8.0472,6.4350
7518.00,"","","",8.0475,6.4352
7520.00,"","","",8.0477,6.4356
7522.00,"","","",8.0478,6.4358
7524.00,"","","",8.0479,6.2874
7526.00,"","","",7.9052,6.2875
7528.00,"","","",7.3345,6.2876
7530.00,"","","",6.1936,6.2880
7532.00,"","","",4.1994,6.2881
7534.00,"","","",1.7803,6.1388
7536.00,"","","",-0.7794,5.5385
7538.00,"","","",-3.1962,4.1907
7540.00,"","","",-5.6125,2.2460
7542.00,"","","",-7.8865,-0.2907
7544.00,"","","",-10.1604,-2.9733
7546.00,"","","",-12.1499,-5.6539
7548.00,"","","",-13.8552,-8.1847
7550.00,"","","",-15.5604,-10.5663
7552.00,"","","",-16.9814,-12.7990
7554.00,"","","",-18.2604,-14.8826
7556.00,"","","",-19.3972,-16.6685
7558.00,"","","",-20.3918,-18.4542
7560.00,"","","",-21.2443,-19.9421
7562.00,"","","",-21.8126,-21.2813
7564.00,"","","",-22.2387,-22.3228
7566.00,"","","",-22.5228,-23.3641
7568.00,"sham","Both","",-22.6647,-24.1080
7570.00,"","","",-22.6645,-24.7031
7572.00,"","","",-22.5220,-25.1491
7574.00,"","","",-22.2374,-25.4463
7576.00,"","","",-21.6687,-25.5948
7578.00,"","","",-21.1000,-25.4453
7580.00,"","","",-20.2471,-25.2959
7582.00,"","","",-19.3941,-24.8489
7584.00,"","","",-18.2568,-24.2530
7586.00,"","","",-16.9774,-23.3584
7588.00,"","","",-15.5559,-22.3154
7590.00,"","","",-13.9924,-21.2738
7592.00,"","","",-12.1445,-19.9343
7594.00,"","","",-10.2965,-18.5946
7596.00,"","","",-8.1644,-17.1057
7598.00,"","","",-6.0323,-15.4681
7600.00,"","","",-3.6159,-13.6815
7602.00,"","","",-1.0574,-11.7461
7604.00,"","","",1.6432,-9.6618
7606.00,"","","",4.2017,-7.4288
7608.00,"","","",6.6181,-5.0467
7610.00,"","","",8.4660,-2.3670
7612.00,"","","",9.4611,0.3127
7614.00,"","","",10.0297,2.9925
7616.00,"","","",10.1720,5.5233
7618.00,"","","",10.3143,7.3099
7620.00,"","","",10.1723,8.3523
7622.00,"","","",10.1725,8.7993
7624.00,"","","",10.1727,8.9485
7626.00,"","","",10.0308,9.0977
7628.00,"","","",9.8888,8.9491
7630.00,"","","",9.8890,8.9493
7632.00,"","","",9.8893,8.8009
7634.00,"","","",9.7475,8.6524
7636.00,"","","",9.7476,8.5039
7638.00,"","","",9.6056,8.3555
7640.00,"","","",9.6059,8.3559
7642.00,"","","",9.4640,8.2074
7644.00,"","","",9.4641,8.0588
7646.00,"","","",9.3222,8.0590
7648.00,"","","",9.3224,7.9106
7650.00,"","","",9.1804,7.7622
7652.00,"","","",9.0384,7.7628
7654.00,"","","",9.0387,7.6142
7656.00,"","","",9.0389,7.6144
7658.00,"","","",8.8969,7.4659
7660.00,"","","",8.8972,7.4661
7662.00,"","","",8.8973,7.3176
7664.00,"","","",8.7554,7.3179
7666.00,"","","",8.7556,7.3183
7668.00,"","","",8.7559,7.4676
7670.00,"","","",8.6139,7.6167
7672.00,"","","",8.6141,7.6170
7674.00,"","","",8.6142,7.6174
7676.00,"","","",8.6145,7.6179
7678.00,"","","",8.6148,7.6181
7680.00,"","","",8.6150,7.4696
7682.00,"","","",8.6151,7.4700
7684.00,"","","",8.6153,7.4704
7686.00,"","","",8.6154,7.4707
7688.00,"","","",8.6156,7.4710
7690.00,"","","",8.6158,7.4712
7692.00,"","","",8.6159,7.4715
7694.00,"","","",8.6161,7.3230
7696.00,"","","",8.4741,7.3234
7698.00,"","","",8.4744,7.3236
7700.00,"","","",8.4747,7.3241
7702.00,"","","",8.4748,7.3244
7704.00,"","","",8.4749,7.3248
7706.00,"","","",8.3329,7.3250
7708.00,"","","",8.3331,7.1764
7710.00,"","","",8.3333,7.1767
7712.00,"","","",8.1913,7.1769
7714.00,"","","",8.1915,7.0283
7716.00,"","","",8.1916,7.0286
7718.00,"","","",8.1918,7.0289
7720.00,"","","",8.0499,7.0293
7722.00,"","","",8.1924,6.8809
7724.00,"","","",8.0504,6.8814
7726.00,"","","",8.0505,6.8817
7728.00,"","","",8.0507,6.8820
7730.00,"","","",8.0509,6.8822
7732.00,"","","",8.0511,6.8825
7734.00,"","","",7.9091,6.8831
7736.00,"","","",7.9093,6.8834
7738.00,"","","",7.9096,6.8836
7740.00,"","","",7.9096,6.8837
7742.00,"","","",7.9097,6.8841
7744.00,"","","",7.7679,6.8844
7746.00,"","","",7.7682,6.7359
7748.00,"","","",7.7683,6.7361
7750.00,"","","",7.7684,6.7364
7752.00,"","","",7.7686,6.7368
7754.00,"","","",7.7687,6.7372
7756.00,"","","",7.7690,6.7375
7758.00,"","","",7.7692,6.7378
7760.00,"","","",7.7693,6.7381
7762.00,"","","",7.7694,6.7384
7764.00,"","","",7.7696,6.7385
7766.00,"","","",7.7697,6.7389
7768.00,"","","",7.7699,6.7394
7770.00,"","","",7.7701,6.7396
7772.00,"","","",7.7703,6.7398
7774.00,"","","",7.6283,6.5912
7776.00,"","","",7.6284,6.5916
7778.00,"","","",7.6286,6.5919
7780.00,"","","",7.6289,6.5923
7782.00,"","","",7.6291,6.5926
7784.00,"","","",7.6293,6.5927
7786.00,"","","",7.6295,6.5929
7788.00,"","","",7.6297,6.5932
7790.00,"","","",7.6298,6.5934
7792.00,"","","",7.6299,6.4447
7794.00,"","","",7.6301,6.4450
7796.00,"","","",7.4880,6.2965
7798.00,"","","",7.4882,6.2967
7800.00,"","","",7.4884,6.1481
7802.00,"","","",7.4887,6.1485
7804.00,"","","",7.4890,6.1490
7806.00,"","","",7.4891,6.1493
7808.00,"","","",7.4891,6.1494
7810.00,"","","",7.4893,6.0009
7812.00,"","","",7.4895,6.0014
7814.00,"","","",7.4896,6.0017
7816.00,"","","",7.4898,6.1507
7818.00,"","","",7.4900,6.1510
7820.00,"","","",7.3480,6.0024
7822.00,"","","",7.3482,6.0029
7824.00,"","","",7.3484,6.0032
7826.00,"","","",7.3486,6.0034
7828.00,"","","",7.3487,6.0037
7830.00,"","","",7.3488,6.0039
7832.00,"","","",7.3491,6.0043
7834.00,"","","",7.3493,6.0047
7836.00,"","","",7.3495,6.0049
7838.00,"","","",7.4917,6.0050
7840.00,"","","",7.4919,6.0052
7842.00,"","","",7.4920,6.0056
7844.00,"","","",7.3501,6.0058
7846.00,"","","",7.3503,6.0062
7848.00,"","","",7.3505,6.0064
7850.00,"","","",7.3507,6.0067
7852.00,"","","",7.3507,6.0071
7854.00,"","","",7.3509,6.0075
7856.00,"","","",7.3511,6.1567
7858.00,"","","",7.3513,6.1569
7860.00,"","","",7.3516,6.1574
7862.00,"","","",7.3517,6.1575
7864.00,"","","",7.3519,6.1578
7866.00,"","","",7.4941,6.3070
7868.00,"","","",7.4943,6.3074
7870.00,"","","",7.4946,6.3076
7872.00,"","","",7.4947,6.3076
7874.00,"","","",7.4949,6.1591
7876.00,"","","",7.4951,6.1595
7878.00,"","","",7.4952,6.1599
7880.00,"","","",7.4953,6.1602
7882.00,"","","",7.3526,6.1605
7884.00,"","","",7.0679,6.1606
7886.00,"","","",7.0687,6.0111
7888.00,"","","",5.6406,6.0114
7890.00,"","","",2.2168,5.2603
7892.00,"","","",-4.0541,3.3102
7894.00,"11O","Both","",-13.4546,-0.4330
7896.00,"","","",-26.1253,-6.2636
7898.00,"","","",-41.7812,-14.0316
7900.00,"","","",-60.4220,-24.0340
7902.00,"","","",-81.7631,-35.9715
7904.00,"","","",-105.6622,-49.6950
7906.00,"","","",-131.6928,-65.0556
7908.00,"","","",-159.7126,-82.0531
7910.00,"","","",-189.2955,-100.2409
7912.00,"","","",-220.4413,-119.6187
7914.00,"","","",-252.7235,-139.8892
7916.00,"","","",-285.8578,-161.0522
7918.00,"","","",-319.5602,-182.8098
7920.00,"","","",-353.8309,-205.1623
7922.00,"","","",-388.1012,-227.6633
7924.00,"","","",-422.5133,-250.4612
7926.00,"","","",-456.6407,-273.1096
7928.00,"","","",-490.1991,-295.7576
7930.00,"","","",-523.1885,-318.1076
7932.00,"","","",-555.1825,-340.0105
7934.00,"","","",-586.0393,-361.3173
7936.00,"","","",-615.4745,-382.0282
7938.00,"","","",-643.6301,-401.8455
7940.00,"","","",-669.9377,-420.6204
7942.00,"","","",-694.2553,-438.3530
7944.00,"","","",-716.5828,-454.8940
7946.00,"","","",-736.7782,-470.0951
7948.00,"","","",-754.5572,-483.8074
7950.00,"","","",-769.7774,-496.0303
7952.00,"","","",-782.1547,-506.4666
7954.00,"","","",-791.6892,-515.1163
7956.00,"","","",-798.0968,-521.9796
7958.00,"","","",-801.3772,-526.7588
7960.00,"","","",-801.2464,-529.4535
7962.00,"","","",-797.8464,-529.9150
7964.00,"","","",-790.7507,-527.9943
7966.00,"","","",-779.8175,-523.9897
7968.00,"","","",-766.3257,-517.3054
7970.00,"","","",-750.9860,-508.8344
7972.00,"","","",-734.9354,-499.0234
7974.00,"","","",-718.4583,-488.6165
7976.00,"","","",-701.9809,-477.7628
7978.00,"","","",-685.6452,-466.9089
7980.00,"","","",-669.4516,-456.0547
7982.00,"","","",-653.5422,-445.4980
7984.00,"","","",-638.0588,-434.9409
7986.00,"","","",-623.0016,-424.6812
7988.00,"","","",-608.2286,-414.5702
7990.00,"","","",-593.7395,-404.7566
7992.00,"","","",-579.6764,-395.2405
7994.00,"","","",-565.8975,-385.8732
7996.00,"","","",-552.4026,-376.8032
7998.00,"","","",-539.0497,-367.7329
8000.00,"","","",-526.1232,-359.1089
8002.00,"","","",-513.4808,-350.4846
8004.00,"","","",-501.2645,-342.1577
8006.00,"","","",-489.1901,-333.9794
8008.00,"","","",-477.5420,-325.9500
8010.00,"","","",-466.0357,-318.2179
8012.00,"","","",-454.8136,-310.6343
8014.00,"","","",-443.8757,-303.1998
8016.00,"","","",-433.2220,-295.9137
8018.00,"","","",-422.7101,-288.7764
8020.00,"","","",-412.4823,-281.9367
8022.00,"","","",-402.3965,-275.2458
8024.00,"","","",-392.5952,-268.7035
8026.00,"","","",-383.2200,-262.3096
8028.00,"","","",-373.9866,-256.0645
8030.00,"","","",-365.0375,-250.1171
8032.00,"","","",-356.2303,-244.1694
8034.00,"","","",-347.5650,-238.2216
8036.00,"","","",-339.1839,-232.5711
8038.00,"","","",-330.9449,-227.0695
8040.00,"","","",-322.9900,-221.7167
8042.00,"","","",-315.1772,-216.3636
8044.00,"","","",-307.5064,-211.3083
8046.00,"","","",-300.1198,-206.2527
8048.00,"","","",-292.8753,-201.3458
8050.00,"","","",-285.9148,-196.5877
8052.00,"","","",-278.9543,-191.9782
8054.00,"","","",-272.2780,-187.3685
8056.00,"","","",-265.8857,-182.9077
8058.00,"","","",-259.4934,-178.5956
8060.00,"","","",-253.2432,-174.2833
8062.00,"","","",-247.1349,-170.1198
8064.00,"","","",-241.1686,-166.1053
8066.00,"","","",-235.3443,-162.0908
8068.00,"","","",-229.8044,-158.2247
8070.00,"","","",-224.2645,-154.5073
8072.00,"","","",-218.8666,-150.7901
8074.00,"","","",-213.6106,-147.2215
8076.00,"","","",-208.4968,-143.8014
8078.00,"","","",-203.5252,-140.3813
8080.00,"","","",-198.5536,-137.1100
8082.00,"","","",-194.0082,-133.8389
8084.00,"","","",-189.3205,-130.7163
8086.00,"","","",-184.9169,-127.5933
8088.00,"","","",-180.5133,-124.4706
8090.00,"","","",-176.2516,-121.4966
8092.00,"","","",-171.9901,-118.5228
8094.00,"","","",-167.8705,-115.6976
8096.00,"","","",-163.7510,-112.8724
8098.00,"","","",-159.9158,-110.0472
8100.00,"","","",-156.0805,-107.5195
8102.00,"","","",-152.3870,-104.9921
8104.00,"","","",-148.4077,-102.4646
8106.00,"","","",-145.1439,-100.0858
8108.00,"","","",-141.5905,-97.8559
8110.00,"","","",-138.0384,-95.6249
8112.00,"","","",-134.3438,-93.3945
8114.00,"","","",-130.5066,-91.1633
8116.00,"","","",-126.5271,-88.7825
8118.00,"","","",-122.2634,-86.4010
8120.00,"","","",-117.9994,-83.8708
8122.00,"","","",-113.4511,-81.3403
8124.00,"","","",-108.7607,-78.5118
8126.00,"","","",-104.0703,-75.6834
8128.00,"","","",-99.2377,-72.8551
8130.00,"","","",-94.4053,-69.8778
8132.00,"","","",-89.4307,-66.7517
8134.00,"","","",-84.4561,-63.6252
8136.00,"","","",-79.4813,-60.3499
8138.00,"","","",-74.5065,-57.2236
8140.00,"","","",-69.3896,-53.7996
8142.00,"","","",-64.4150,-50.5245
8144.00,"","","",-59.4403,-47.2492
8146.00,"","","",-54.4656,-43.9742
8148.00,"","","",-49.4908,-40.6992
8150.00,"","","",-44.8005,-37.5730
8152.00,"","","",-40.1101,-34.2978
8154.00,"","","",-35.5618,-31.3203
8156.00,"","","",-31.1557,-28.1939
8158.00,"","","",-26.8917,-25.0675
8160.00,"","","",-22.9119,-22.2389
8162.00,"","","",-19.0743,-19.2615
8164.00,"","","",-15.3788,-16.5820
8166.00,"","","",-11.9675,-13.9023
8168.00,"","","",-8.8405,-11.3715
8170.00,"","","",-5.7135,-8.9896
8172.00,"","","",-3.0128,-6.7564
8174.00,"","","",-0.4542,-4.5232
8176.00,"","","",1.8201,-2.5877
8178.00,"","","",3.8102,-0.8011
8180.00,"","","",5.5160,0.8365
8182.00,"","","",6.9374,2.3256
8184.00,"","","",8.3589,3.5170
8186.00,"","","",8.7855,4.5594
8188.00,"","","",9.3543,5.3041
8190.00,"","","",9.6388,6.0487
8192.00,"","","",9.9233,6.3470
8194.00,"","","",10.0657,6.6452
8196.00,"","","",10.0660,6.9435
8198.00,"","","",10.0660,7.0928
8200.00,"","","",10.0661,7.2420
8202.00,"","","",10.0666,7.2423
8204.00,"","","",10.0670,7.3914
8206.00,"","","",10.0673,7.3916
8208.00,"","","",10.0675,7.3919
8210.00,"","","",10.2099,7.3924
8212.00,"","","",10.0680,7.3928
8214.00,"","","",10.0683,7.3935
8216.00,"","","",10.0685,7.3939
8218.00,"","","",10.0688,7.3942
8220.00,"","","",10.2112,7.3945
8222.00,"","","",10.2115,7.5439
8224.00,"","","",10.2118,7.5444
8226.00,"","","",10.2120,7.5448
8228.00,"","","",10.3543,7.5451
8230.00,"","","",10.3546,7.5455
8232.00,"","","",10.3549,7.5457
8234.00,"","","",10.3552,7.5461
8236.00,"","","",10.4976,7.5463
8238.00,"","","",10.4978,7.5467
8240.00,"","","",10.4978,7.5472
8242.00,"","","",10.3559,7.5477
8244.00,"","","",10.3562,7.5482
8246.00,"","","",10.3564,7.5487
8248.00,"","","",10.3567,7.5489
8250.00,"","","",10.3569,7.4000
8252.00,"","","",10.2151,7.4005
8254.00,"","","",10.2155,7.4011
8256.00,"","","",10.2157,7.4016
8258.00,"","","",10.2159,7.2530
8260.00,"","","",10.2161,7.2532
8262.00,"","","",10.2165,7.1046
8264.00,"","","",10.2167,7.1048
8266.00,"","","",10.2169,6.9563
8268.00,"","","",10.2171,6.9569
8270.00,"","","",10.2173,6.8084
8272.00,"","","",10.2177,6.8092
8274.00,"","","",10.2180,6.9587
8276.00,"","","",10.2181,6.9590
8278.00,"","","",10.0761,6.9595
8280.00,"","","",10.0764,6.9599
8282.00,"","","",10.0768,7.1090
8284.00,"","","",10.0771,7.1091
8286.00,"","","",10.0773,6.9605
8288.00,"","","",9.9354,6.9610
8290.00,"","","",10.0778,6.9615
8292.00,"","","",10.0782,6.9620
8294.00,"","","",10.0784,6.9624
8296.00,"","","",10.0786,6.9628
8298.00,"","","",10.0788,6.9629
8300.00,"","","",10.0789,6.9630
8302.00,"","","",10.0791,6.9633
8304.00,"","","",10.0794,6.9638
8306.00,"","","",10.0796,6.9643
8308.00,"","","",9.9376,6.9648
8310.00,"","","",9.9378,6.9653
8312.00,"","","",9.9380,6.9656
8314.00,"","","",9.9384,6.9658
8316.00,"","","",9.9388,6.9661
8318.00,"","","",9.9388,6.9665
8320.00,"","","",9.7971,6.8180
8322.00,"","","",9.7969,6.8184
8324.00,"","","",9.5123,6.8186
8326.00,"","","",9.3701,6.8189
8328.00,"","","",9.0862,6.8184
8330.00,"","","",8.9444,6.5204
8332.00,"","","",8.8027,6.3713
8334.00,"","","",8.8034,6.2226
8336.00,"","","",8.8042,5.9256
8338.00,"","","",8.9470,5.9265
8340.00,"","","",9.0898,5.7787
8342.00,"","","",9.3748,5.7795
8344.00,"","","",9.8019,5.7802
8346.00,"","","",10.2291,5.7812
8348.00,"","","",10.7984,5.9313
8350.00,"","","",11.2254,6.0815
8352.00,"","","",11.9371,6.3803
8354.00,"","","",12.6481,6.6791
8356.00,"","","",13.3597,7.1268
8358.00,"","","",14.2141,7.5742
8360.00,"","","",16.0674,8.0217
8362.00,"","","",19.4886,8.6185
8364.00,"","","",24.9026,9.3668
8366.00,"","","",32.4500,11.0144
8368.00,"","","",42.2724,13.8584
8370.00,"","","",54.3694,18.0453
8372.00,"","","",68.4565,23.8715
8374.00,"","","",84.3912,31.3361
8376.00,"","","",102.3156,40.1407
8378.00,"","","",121.6613,50.2851
8380.00,"","","",142.7126,61.7694
8382.00,"11As","Both","",165.0430,74.2960
8384.00,"11Tm","Both","",188.5104,88.1619
8386.00,"","","",213.1148,102.9212
8388.00,"","","",238.5718,118.5732
8390.00,"","","",264.8815,135.1182
8392.00,"","","",291.7597,152.2588
8394.00,"","","",319.0642,169.9947
8396.00,"","","",346.7951,188.1772
8398.00,"","","",374.6682,206.8061
8400.00,"","","",402.5412,225.7326
8402.00,"","","",430.2721,244.8080
8404.00,"","","",457.5766,264.0321
8406.00,"","","",484.5967,283.1075
8408.00,"","","",510.9062,302.0339
8410.00,"","","",536.6473,320.8113
8412.00,"","","",561.5355,339.1422
8414.00,"","","",585.5707,357.0265
8416.00,"","","",608.4692,374.3155
8418.00,"","","",630.3728,391.1575
8420.00,"","","",650.8549,407.2556
8422.00,"","","",669.9157,422.7582
8424.00,"","","",687.2709,437.2187
8426.00,"","","",703.0627,450.9350
8428.00,"","","",716.8649,463.4603
8430.00,"","","",728.8194,474.9437
8432.00,"","","",738.6420,485.2363
8434.00,"","","",746.0485,494.1893
8436.00,"","","",751.3230,501.8026
8438.00,"","","",754.0391,507.9272
8440.00,"","","",755.0495,512.4140
8442.00,"","","",754.9230,515.2637
8444.00,"","","",754.2282,516.4761
8446.00,"","","",753.2491,516.7954
8448.00,"","","",752.1278,516.5193
8450.00,"","","",751.0064,515.9452
8452.00,"","","",749.7428,515.2224
8454.00,"","","",748.6214,514.4998
8456.00,"","","",747.3577,513.6282
8458.00,"","","",746.0940,512.7564
8460.00,"","","",744.8304,511.8845
8462.00,"","","",743.7088,511.0126
8464.00,"","","",742.5873,510.2897
8466.00,"","","",741.3236,509.4178
8468.00,"","","",740.2021,508.6946
8470.00,"","","",739.0804,507.8224
8472.00,"","","",737.9587,507.0992
8474.00,"","","",736.8371,506.2273
8476.00,"","","",735.7154,505.5044
8478.00,"","","",734.5937,504.7814
8480.00,"","","",733.6142,504.0583
8482.00,"","","",732.4924,503.4840
8484.00,"","","",731.3706,502.7606
8486.00,"","","",730.3909,502.0373
8488.00,"","","",729.2691,501.3141
8490.00,"","","",728.2894,500.7398
8492.00,"","","",727.1676,500.0163
8494.00,"","","",726.1880,499.4417
8496.00,"","","",725.2083,498.7183
8498.00,"","","",724.2285,498.1437
8500.00,"","","",723.2486,497.4203
8502.00,"","","",722.2688,496.8458
8504.00,"","","",721.2889,496.2714
8506.00,"","","",720.1669,495.6967
8508.00,"","","",719.1869,495.1220
8510.00,"","","",718.0649,494.3985
8512.00,"","","",717.0850,493.8238
8514.00,"","","",716.1050,493.3979
8516.00,"","","",715.1250,492.8230
8518.00,"","","",714.1451,492.2482
8520.00,"","","",713.1650,491.6734
8522.00,"","","",712.1850,491.0987
8524.00,"","","",711.2049,490.5239
8526.00,"","","",710.2248,489.9490
8528.00,"","","",709.2447,489.5229
8530.00,"","","",708.2645,488.9479
8532.00,"","","",707.2844,488.3730
8534.00,"","","",706.3043,487.7980
8536.00,"","","",705.3241,487.3719
8538.00,"","","",704.3438,486.7969
8540.00,"","","",703.3635,486.3708
8542.00,"","","",702.2411,485.7957
8544.00,"","","",701.2608,485.3696
8546.00,"","","",700.2804,484.7945
8548.00,"","","",699.1578,484.3681
8550.00,"","","",698.1775,483.7928
8552.00,"","","",697.0549,483.2178
8554.00,"","","",696.0745,482.6427
8556.00,"","","",694.9519,482.0675
8558.00,"","","",693.8292,481.6411
8560.00,"","","",692.8487,481.0658
8562.00,"","","",691.7261,480.6393
8564.00,"","","",690.6033,480.0640
8566.00,"","","",689.4806,479.4887
8568.00,"","","",688.3577,479.0624
8570.00,"","","",687.2349,478.4870
8572.00,"","","",685.9699,478.0605
8574.00,"","","",684.8471,477.4853
8576.00,"","","",683.7242,477.0588
8578.00,"","","",682.6011,476.6323
8580.00,"","","",681.3361,476.0568
8582.00,"","","",679.9277,475.6301
8584.00,"","","",677.3764,475.2034
8586.00,"","","",672.9741,474.4771
8588.00,"","","",666.8648,472.9976
8590.00,"","","",658.7652,470.0247
8592.00,"","","",648.9597,465.8595
8594.00,"","","",637.3064,460.3544
8596.00,"","","",624.0896,453.6582
8598.00,"","","",609.4515,445.7711
8600.00,"","","",593.3921,436.8420
8602.00,"","","",576.0536,426.8711
8604.00,"","","",557.7203,416.0069
8606.00,"","","",538.1077,404.2497
8608.00,"12Azd","Both","",517.7846,391.7482
8610.00,"","","",496.6087,378.6513
8612.00,"","","",474.7222,364.8103
8614.00,"","","",452.4093,350.5227
8616.00,"","","",429.5278,335.7886
8618.00,"","","",406.3622,320.7566
8620.00,"","","",383.0544,305.4269
8622.00,"","","",359.4624,289.7997
8624.00,"","","",336.0124,274.1725
8626.00,"","","",312.7046,258.3963
8628.00,"","","",289.6810,242.6200
8630.00,"","","",266.9418,226.9927
8632.00,"","","",244.7710,211.5143
8634.00,"","","",223.0266,196.3336
8636.00,"","","",202.1350,181.4505
8638.00,"","","",182.0961,167.0140
8640.00,"","","",162.9099,153.0240
8642.00,"","","",144.7187,139.6299
8644.00,"","","",127.8066,126.9798
